time,value
3276005863,[5]
3277015952,"[5, 7]"
3278300471,[5]
3279030603,"[5, 8]"
3280029559,"[5, 7, 8]"
3280184900,"[5, 7]"
3281019469,"[3, 5, 7]"
3281029803,"[3, 4, 5, 7]"
3281249425,"[3, 4, 5]"
3281901603,"[3, 5]"
3281965909,[5]
3283017733,"[3, 5]"
3284167251,[5]
3289019561,"[2, 5]"
3289892623,[2]
3289916302,"[2, 5]"
3290155247,[5]
3291017370,"[5, 6]"
3292212165,[5]
3303028939,"[5, 8]"
3303898666,[5]
3305022055,"[5, 8]"
3306028137,"[4, 5, 8]"
3306028843,"[1, 4, 5, 8]"
3306113637,"[1, 4, 5]"
3307067540,"[4, 5]"
3308270527,[5]
3308289979,"[4, 5]"
3308400505,[5]
3310021737,"[5, 7]"
3310605106,[5]
3313019326,"[2, 5]"
3314838650,[5]
3314861045,"[2, 5]"
3314969857,[5]
3315020255,"[3, 5]"
3315784119,[5]
3317053373,"[5, 6]"
3319519062,[5]
3322017821,"[1, 5]"
3322853163,[5]
3327028375,"[5, 7]"
3327621385,[5]
3329034542,"[5, 8]"
3330071735,[5]
3331016778,"[3, 5]"
3331042693,"[3, 4, 5]"
3331628268,"[4, 5]"
3332330862,[5]
3333025321,"[5, 8]"
3333905177,[5]
3334030384,"[4, 5]"
3334988546,[5]
3339017284,"[2, 5]"
3339998211,[5]
3341035536,"[5, 6]"
3342028362,"[2, 5, 6]"
3342214252,"[2, 5]"
3342934509,[5]
3345018307,"[5, 6]"
3346212642,[5]
3363031999,"[5, 8]"
3363620450,[5]
3364032780,"[1, 5]"
3364884039,[5]
3365032897,"[4, 5]"
3365720964,[5]
3366586512,[]
3366613247,[5]
3369016624,"[5, 7]"
3369553118,[5]
3372030407,"[2, 5]"
3372607801,[5]
3373028090,"[3, 5]"
3373563388,[5]
3374030910,"[5, 6]"
3374973787,[5]
3379020625,"[5, 8]"
3379606921,[5]
3380030926,"[4, 5]"
3380895118,[5]
3388016802,"[2, 5]"
3388595656,[5]
3392023434,"[5, 6]"
3392924734,[5]
3419021926,"[1, 5]"
3420405393,[5]
3421019594,"[5, 8]"
3421600171,[5]
3423018138,"[4, 5]"
3423696272,[5]
3425024238,"[5, 7]"
3426293055,[5]
3429017975,"[2, 5]"
3429031321,"[2, 3, 5]"
3429804286,"[3, 5]"
3430115432,[5]
3433024365,"[5, 6]"
3433791928,[5]
3438402222,[]
3438428798,[5]
3464031921,"[1, 5]"
3465064850,[5]
3469031284,"[5, 7]"
3470235716,[5]
3472014990,"[1, 5]"
3473028497,[5]
3473041519,"[3, 5]"
3474097826,[5]
3477023665,"[5, 7]"
3478024029,"[5, 7, 8]"
3478169570,"[5, 8]"
3479029187,"[4, 5, 8]"
3479125836,"[4, 5]"
3480012160,"[1, 4, 5]"
3480228517,"[1, 5]"
3481017442,"[1, 3, 5]"
3481019814,"[3, 5]"
3482011555,[5]
3484013891,"[1, 5]"
3484898626,[5]
3486016185,"[5, 7]"
3487016394,"[2, 5, 7]"
3487090372,"[2, 5]"
3488008931,[5]
3489034276,"[5, 7]"
3489573959,[5]
3490019889,"[5, 6]"
3490020592,"[3, 5, 6]"
3491444448,"[3, 5]"
3494432047,[5]
3494451094,"[3, 5]"
3494549094,[5]
3510190868,[]
3510215671,[5]
3513013452,"[1, 5]"
3513404770,[5]
3516018077,"[1, 5]"
3516139835,[5]
3519044277,"[5, 7]"
3519519138,[5]
3520027875,"[5, 8]"
3521016231,"[5, 7, 8]"
3521201242,"[5, 8]"
3521289830,[5]
3523032266,"[4, 5]"
3523033101,"[3, 4, 5]"
3523647647,"[4, 5]"
3524100531,[5]
3525024910,"[3, 5]"
3525229039,[5]
3529018587,"[5, 8]"
3530029006,"[2, 5, 8]"
3530122300,"[2, 5]"
3530970854,[5]
3531029960,"[4, 5]"
3531923856,[5]
3533028658,"[5, 6]"
3534253388,[5]
3535018084,"[1, 5]"
3537231555,[5]
3537253876,"[1, 5]"
3537376997,[5]
3538016560,"[5, 8]"
3538017425,"[2, 5, 8]"
3538936335,"[2, 5]"
3539019170,"[2, 5, 7]"
3539019400,"[1, 2, 5, 7]"
3539031761,"[1, 5, 7]"
3540015763,"[1, 4, 5, 7]"
3540987036,"[1, 5, 7]"
3541016679,"[1, 5, 7, 8]"
3541048322,"[1, 5, 6, 7, 8]"
3541081523,"[5, 6, 7, 8]"
3541348420,"[5, 6, 8]"
3541367110,"[5, 6, 7, 8]"
3541469098,"[5, 6, 8]"
3541582802,"[5, 6]"
3542133301,[5]
3543020500,"[4, 5]"
3543644766,[5]
3544030078,"[5, 7]"
3545015827,"[1, 5, 7]"
3545025169,"[1, 3, 5, 7]"
3545180225,"[1, 3, 5]"
3546016707,"[1, 2, 3, 5]"
3546058651,"[2, 3, 5]"
3547004910,"[2, 5]"
3547185602,[5]
3548016635,"[3, 5]"
3550016618,"[2, 3, 5]"
3550019930,"[2, 3, 5, 6]"
3550881424,"[3, 5, 6]"
3551112656,"[3, 5]"
3552019787,"[3, 5, 7]"
3552576776,"[3, 5]"
3554015997,"[3, 5, 6]"
3554830838,"[3, 5]"
3555017492,"[1, 3, 5]"
3556020502,"[3, 5]"
3560016357,"[3, 5, 7]"
3560556090,"[3, 5]"
3570026298,"[3, 5, 8]"
3570477206,"[3, 5]"
3573016525,"[3, 5, 8]"
3573021121,"[3, 4, 5, 8]"
3573168320,"[3, 4, 5]"
3573681591,"[3, 5]"
3575016147,"[3, 4, 5]"
3575166549,"[3, 5]"
3579042571,[5]
3579064386,"[3, 5]"
3580028314,"[2, 3, 5]"
3580388707,"[3, 5]"
3580480595,[5]
3580499173,"[3, 5]"
3580591016,[5]
3583021833,"[5, 6]"
3583029236,"[2, 5, 6]"
3583189285,"[5, 6]"
3583550031,[5]
3585020755,"[5, 6]"
3585327351,[5]
3587005601,[]
3587029723,[5]
3588031380,"[1, 5]"
3588863682,[5]
3588875682,"[1, 5]"
3588942085,[5]
3591029703,"[1, 5]"
3591221976,[5]
3591242495,"[1, 5]"
3591345047,[5]
3594042184,"[5, 7]"
3594845701,[5]
3594863102,"[5, 7]"
3594969661,[5]
3595024960,"[4, 5]"
3597012647,"[4, 5, 7]"
3597015752,"[4, 5, 7]"
3597138068,"[4, 5]"
3597141973,"[4, 5]"
3598020188,"[3, 4, 5]"
3598426457,"[3, 5]"
3598456472,"[3, 4, 5]"
3598579789,"[3, 5]"
3599172055,[5]
3599191501,"[3, 5]"
3599281735,[5]
3600023566,"[3, 5]"
3600204474,[5]
3600221702,"[3, 5]"
3600362257,[5]
3602016323,"[2, 5]"
3604019815,"[2, 5, 6]"
3604244673,"[5, 6]"
3604261461,"[2, 5, 6]"
3604362452,"[5, 6]"
3605015865,"[4, 5, 6]"
3605029062,"[2, 4, 5, 6]"
3605588616,"[2, 5, 6]"
3605966012,"[2, 5]"
3606014886,[5]
3608023180,"[5, 6]"
3609485317,[5]
3613028643,"[2, 5]"
3613547813,[5]
3615025274,"[4, 5]"
3615595235,[5]
3616018455,"[5, 6]"
3616805940,[5]
3622014355,"[1, 5]"
3622015332,"[1, 2, 5]"
3622455425,"[2, 5]"
3622534889,[5]
3625014970,"[1, 5]"
3625018094,"[1, 5, 6]"
3625159330,"[5, 6]"
3625706060,[5]
3628032287,"[5, 7]"
3628547075,[5]
3630013062,"[5, 7]"
3630132498,[5]
3632050860,"[3, 5]"
3632662096,[5]
3634015859,"[3, 5]"
3634146582,[5]
3648032967,"[4, 5]"
3649365071,[5]
3649383273,"[4, 5]"
3649551072,[5]
3650024112,"[4, 5]"
3650033384,"[4, 5]"
3650174102,[5]
3655016803,"[2, 5]"
3655726097,[5]
3655743157,"[2, 5]"
3655853353,[5]
3657024701,"[5, 6]"
3657577099,[5]
3658017064,"[5, 6]"
3658017158,"[2, 5, 6]"
3658182683,"[5, 6]"
3658199945,"[2, 5, 6]"
3658309365,"[5, 6]"
3658531772,[5]
3659106821,[]
3659147204,[5]
3660029268,"[5, 6]"
3660244299,[5]
3661023077,"[5, 6]"
3661294968,[5]
3683015710,"[1, 5]"
3684006496,[5]
3688017427,"[2, 5]"
3688028923,"[2, 5, 7]"
3688436031,"[5, 7]"
3689699744,[5]
3691017696,"[2, 5]"
3691038729,"[2, 3, 5]"
3691146820,"[3, 5]"
3692286248,[5]
3722061815,[]
3722086524,[5]
3728014659,"[1, 5]"
3734017450,"[1, 5, 7]"
3738022285,"[1, 3, 5, 7]"
3752718322,"[1, 3, 5]"
3754555927,"[1, 5]"
3759019030,"[1, 5, 7]"
3759515591,"[1, 5]"
3761369361,[5]
3761382439,"[1, 5]"
3761458559,[5]
3762018812,"[5, 7]"
3762023927,"[3, 5, 7]"
3762188323,"[3, 5]"
3762806521,[5]
3764017484,"[3, 5]"
3764145221,[5]
3789965940,"[5, 8]"
3794199934,[8]
3794226097,"[5, 8]"
3801889703,[5]
3801908467,"[5, 8]"
3802004066,[5]
3808026122,"[1, 5]"
3808638056,[5]
3809022419,"[1, 5]"
3810047841,[5]
3811012021,"[1, 5]"
3811015997,"[1, 5, 8]"
3811138261,"[5, 8]"
3811358606,[5]
3814015963,"[5, 8]"
3814036735,"[5, 7, 8]"
3814135355,"[5, 7]"
3815806731,[5]
3815824331,"[5, 7]"
3815924285,[5]
3817041734,"[5, 7]"
3817205114,[5]
3822021254,"[5, 7]"
3823164952,[5]
3833039125,"[5, 7]"
3833670096,[5]
3834012427,"[5, 7]"
3834120134,[5]
3844023645,"[5, 7]"
3844725934,[5]
3853541018,[]
3853564421,[5]
3867023943,"[5, 8]"
3868291266,[5]
3869017200,"[5, 8]"
3869040152,"[5, 7, 8]"
3869181437,"[5, 7]"
3869562396,[5]
3871018807,"[5, 7]"
3871128414,[5]
3872337347,"[5, 6]"
3875019739,"[5, 6, 8]"
3876029038,"[5, 6]"
3881464834,[5]
3881483197,"[5, 6]"
3881606762,[5]
3885025119,"[5, 8]"
3885693919,[5]
3886018882,"[5, 8]"
3886151473,[5]
3887015421,"[5, 6]"
3887819943,[5]
3888473222,[5]
3888491294,"[4, 5]"
3888592071,[5]
3898015466,"[4, 5]"
3898036998,"[4, 5, 6]"
3898719144,"[5, 6]"
3898744180,[5]
3899021494,"[5, 6]"
3899266080,[5]
3901184760,"[5, 8]"
3902169845,[5]
3909027085,"[5, 6]"
3909620541,[5]
3910326223,"[2, 5]"
3919917524,[5]
3919936345,"[2, 5]"
3920032317,[5]
3921020132,"[5, 8]"
3921437076,[5]
3923028812,"[4, 5]"
3923495956,[4]
3923517393,"[4, 5]"
3923540739,[5]
3924025721,"[5, 8]"
3924152093,[5]
3926015877,"[4, 5]"
3926137936,[5]
3927025791,"[5, 8]"
3927733624,[5]
3928022459,"[5, 8]"
3928294164,[5]
3929023197,"[4, 5]"
3929841677,[5]
3929856230,"[4, 5]"
3929941070,[5]
3931031566,"[2, 5]"
3931397725,[5]
3933018624,"[2, 5]"
3933170240,[5]
3934018334,"[5, 6]"
3934493724,[5]
3936018252,"[5, 6]"
3936029572,"[2, 5, 6]"
3936144392,"[2, 5]"
3936606813,[5]
3937023033,"[2, 5]"
3937181142,[5]
3938028936,"[5, 6]"
3938774673,[5]
3940019667,"[5, 6]"
3940146502,[5]
3952029406,"[5, 8]"
3952586341,[5]
3954015975,"[4, 5]"
3954016330,"[4, 5, 8]"
3954156047,"[4, 5]"
3954610421,[5]
3955015067,"[4, 5]"
3955173358,[5]
3961018035,"[2, 5]"
3962019466,[5]
3962020966,"[2, 5]"
3962232014,[5]
3964020596,"[5, 6]"
3964803629,[5]
3966018388,"[5, 6]"
3966211274,[5]
3977017474,"[5, 8]"
3977622554,[5]
3978016374,"[5, 8]"
3978023828,"[4, 5, 8]"
3978168529,"[4, 5]"
3978891625,[5]
3978925447,"[4, 5]"
3985320847,[5]
3986017218,"[2, 5]"
3986693691,[5]
3987015463,"[2, 5]"
3987137025,[5]
3989026266,"[5, 6]"
3989679903,[5]
3991013563,"[5, 6]"
3991109137,[5]
3991424195,[]
3991445155,[5]
4010434199,"[3, 5]"
4016420145,[5]
4016437262,"[3, 5]"
4016521316,[5]
4068060783,[]
4068082439,[5]
4077110239,"[1, 5]"
4096023955,"[1, 3, 5]"
4097144513,"[1, 5]"
4114556805,[5]
4114596210,"[1, 5]"
4116022363,"[1, 3, 5]"
4116727501,"[1, 5]"
4117013187,"[1, 3, 5]"
4117112077,"[1, 5]"
4119039753,[5]
4119052750,"[1, 5]"
4119136174,[5]
4138525295,"[5, 7]"
4144016358,"[5, 7, 8]"
4146013526,"[4, 5, 7, 8]"
4146967695,"[4, 7, 8]"
4147014174,"[4, 5, 7, 8]"
4153028405,"[2, 4, 5, 7, 8]"
4157012642,"[2, 4, 5, 6, 7, 8]"
4158963633,"[2, 4, 5, 6, 7]"
4158977239,"[2, 4, 5, 6, 7, 8]"
4159048845,"[2, 4, 5, 6, 7]"
4159986220,"[2, 5, 6, 7]"
4159999117,"[2, 4, 5, 6, 7]"
4160093887,"[2, 5, 6, 7]"
4164209909,"[2, 5, 7]"
4164225725,"[2, 5, 6, 7]"
4164303427,"[2, 5, 7]"
4165012548,"[2, 5, 7, 8]"
4165536930,"[2, 5, 7]"
4167011841,"[2, 4, 5, 7]"
4167013070,"[2, 4, 5, 7, 8]"
4167105839,"[2, 4, 5, 7]"
4167662717,"[2, 5, 7]"
4167793328,"[5, 7]"
4167808298,"[2, 5, 7]"
4167936298,"[5, 7]"
4168009428,"[4, 5, 7]"
4168125328,"[5, 7]"
4175027285,"[2, 5, 7]"
4175575607,"[5, 7]"
4176018569,"[2, 5, 7]"
4176152049,"[5, 7]"
4178012667,"[5, 6, 7]"
4178769666,"[5, 7]"
4179012609,"[5, 6, 7]"
4179116665,"[5, 7]"
4181011772,[5]
4181028789,"[5, 7]"
4183454014,[5]
4183469166,"[5, 7]"
4183533715,[5]
4218546478,[]
4218567327,[5]
4224021960,"[1, 5]"
4224795199,[5]
4225016467,"[1, 5]"
4225151777,[5]
4231025232,"[5, 7]"
4231728479,[5]
4232015714,"[5, 7]"
4232150347,[5]
4235039401,"[3, 5]"
4260373342,[5]
4260389397,"[3, 5]"
4260483331,[5]
4260504211,"[3, 5]"
4260568511,[5]
4276357166,[]
4276375674,[5]
4283012596,"[5, 8]"
4283591018,[5]
4284028924,"[4, 5]"
4284032958,"[4, 5, 8]"
4284126368,"[4, 5]"
4284796036,[5]
4284807867,"[4, 5]"
4284870745,[5]
4289022708,"[1, 5]"
4289732437,[5]
4290013295,"[1, 5]"
4290128158,[5]
4292014547,"[2, 5]"
4292625162,[5]
4293012564,"[2, 5]"
4293016896,"[2, 5, 7]"
4293126923,"[5, 7]"
4293702764,[5]
4295012453,"[5, 7]"
4295026708,"[5, 6, 7]"
4295106137,"[5, 6]"
4295629334,[5]
4296025861,"[5, 6]"
4296142201,[5]
4298029158,"[3, 5]"
4298803482,[5]
4298816487,"[3, 5]"
4298892640,[5]
4346012321,"[5, 8]"
4346508575,[5]
4348015531,"[4, 5]"
4348016015,"[4, 5, 8]"
4348204639,"[4, 5]"
4348621246,[5]
4349012664,"[4, 5]"
4349106759,[5]
4355024913,"[2, 5]"
4355538927,[5]
4357012637,"[2, 5]"
4357119672,[5]
4359012673,"[5, 6]"
4359684446,[5]
4360011947,"[5, 6]"
4360130153,[5]
4373024504,"[1, 5]"
4373708795,[5]
4376015734,"[1, 5]"
4376186955,[5]
4379026271,"[5, 7]"
4379766715,[5]
4382040075,"[5, 7]"
4382190616,[5]
4383026222,"[3, 5]"
4383641341,[5]
4384014024,"[1, 5]"
4384835757,[5]
4385014129,"[3, 5]"
4385134434,[5]
4389023758,"[5, 7]"
4389537796,[5]
4393013182,"[3, 5]"
4393539178,[5]
4431024758,"[5, 8]"
4431566539,[5]
4433012256,"[4, 5]"
4433611744,[5]
4434012880,"[5, 8]"
4434155729,[5]
4435015668,"[4, 5]"
4435145917,[5]
4440012687,"[2, 5]"
4440530261,[5]
4441015677,"[5, 8]"
4441378149,[5]
4443011522,"[4, 5]"
4443011555,"[4, 5, 6]"
4443012425,"[2, 4, 5, 6]"
4443137079,"[4, 5, 6]"
4443424498,"[5, 6]"
4443704700,[5]
4445011579,"[5, 6]"
4445104796,[5]
4450012173,"[2, 5]"
4450456560,[5]
4454011887,"[5, 6]"
4454707189,[5]
4465780967,[]
4465801928,[5]
4483130777,[]
4483150379,[5]
4512064019,[]
4512089599,[5]
4542270200,[]
4542289783,[5]
4646749696,[]
4646767920,[5]
4695185495,[]
4695203603,[5]
4725228584,[]
4725247897,[5]
4799888846,[]
4799908209,[5]
4879743489,[]
4879781851,[5]
4887037655,"[1, 5]"
4887448977,[5]
4888020272,"[1, 5]"
4892042039,"[1, 5, 7]"
4892397545,"[1, 5]"
4893024766,"[1, 5, 7]"
4896048965,"[1, 3, 5, 7]"
4896956161,"[1, 5, 7]"
4897009800,"[1, 3, 5, 7]"
4905285543,"[1, 3, 7]"
4905304745,"[1, 3, 5, 7]"
4938690712,"[1, 3, 7]"
4938709366,"[1, 3, 5, 7]"
4944015523,"[1, 3, 5, 7, 8]"
4944333245,"[1, 3, 5, 7]"
4946013166,"[1, 3, 5, 7, 8]"
4946028235,"[1, 3, 4, 5, 7, 8]"
4946344238,"[1, 3, 5, 7, 8]"
4947017189,"[1, 3, 4, 5, 7, 8]"
4948023433,"[3, 4, 5, 7, 8]"
4948083521,"[1, 3, 4, 5, 7, 8]"
4948367104,"[3, 4, 5, 7, 8]"
4953018380,"[2, 3, 4, 5, 7, 8]"
4953250324,"[3, 4, 5, 7, 8]"
4953678992,"[3, 4, 5, 8]"
4953694646,"[3, 4, 5, 7, 8]"
4953877907,"[3, 4, 5, 8]"
4955012308,"[2, 3, 4, 5, 8]"
4955638994,"[2, 3, 4, 8]"
4955657781,"[2, 3, 4, 5, 8]"
4957018261,"[2, 3, 4, 5, 6, 8]"
4957209341,"[2, 4, 5, 6, 8]"
4957226926,"[2, 3, 4, 5, 6, 8]"
4957347310,"[2, 3, 4, 5, 8]"
4957397404,"[2, 4, 5, 8]"
4958012275,"[2, 4, 5, 6, 8]"
4976388029,"[2, 4, 5, 6]"
4976401641,"[2, 4, 5, 6, 8]"
4976546634,"[2, 4, 5, 6]"
4977084428,"[2, 5, 6]"
4977106881,"[2, 4, 5, 6]"
4977378260,"[2, 5, 6]"
4980418297,"[2, 5]"
4980431242,"[2, 5, 6]"
4980580444,"[2, 5]"
4980874341,[2]
4980893279,"[2, 5]"
4985247867,[5]
4985260510,"[2, 5]"
4985431785,[5]
5044192830,[]
5044213787,[5]
5061275140,[]
5061294741,[5]
5061495409,[]
